# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-3.75443	
3	2	-3.57515	
3	3	-3.63173	
3	4	-3.80747	
3	5	-3.70882	
3	6	-3.28898	
3	7	-3.14702	
4	1	-3.72623	
4	2	-3.55141	
4	3	-3.63717	
4	4	-3.72856	
4	5	-3.62095	
4	6	-3.22782	
4	7	-3.0737	
5	1	-3.26688	
5	2	-3.12691	
5	3	-3.18508	
5	4	-3.29826	
5	5	-3.21812	
5	6	-2.774	
5	7	-2.63255	
6	1	-2.83148	
6	2	-2.66027	
6	3	-2.65832	
6	4	-2.84372	
6	5	-2.75393	
6	6	-2.31001	
6	7	-2.19776	
7	1	-2.70192	
7	2	-2.47513	
7	3	-2.54822	
7	4	-2.7385	
7	5	-2.61954	
7	6	-2.14601	
7	7	-2.05486	
8	1	-2.61221	
8	2	-2.39552	
8	3	-2.46209	
8	4	-2.63152	
8	5	-2.51195	
8	6	-2.08256	
8	7	-1.97772	
9	1	-2.32035	
9	2	-1.9802	
9	3	-2.05353	
9	4	-2.28489	
9	5	-2.23441	
9	6	-1.77296	
9	7	-1.59605	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
