# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	0.45	
3	2	0	
3	3	0	
3	4	0.699996	
3	5	0.938247	
3	6	1.55394	
3	7	0.78938	
4	1	3.95883	
4	2	2.98267	
4	3	0.376875	
4	4	0.754788	
4	5	0.644906	
4	6	1.2022	
4	7	0.400987	
5	1	0.95588	
5	2	1.69568	
5	3	0.770713	
5	4	1.17806	
5	5	1.12327	
5	6	1.67444	
5	7	0.901287	
6	1	1.30582	
6	2	2.1036	
6	3	1.22117	
6	4	1.6225	
6	5	1.57446	
6	6	2.13357	
6	7	1.35548	
7	1	0.638495	
7	2	1.416	
7	3	0.528493	
7	4	0.937035	
7	5	0.89668	
7	6	1.48479	
7	7	0.649443	
8	1	0.47691	
8	2	1.20735	
8	3	0.336294	
8	4	0.754763	
8	5	0.729239	
8	6	1.33122	
8	7	0.64154	
9	1	0.912603	
9	2	1.63191	
9	3	0.739312	
9	4	1.22687	
9	5	1.13297	
9	6	1.80607	
9	7	1.07642	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
