# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	1.5615	
2	2	0	
2	3	0	
2	4	1.00733	
2	5	1.62062	
2	6	1.22915	
2	7	1.42419	
3	1	0.180638	
3	2	-0.0782163	
3	3	-0.376625	
3	4	-0.136249	
3	5	-0.100521	
3	6	-0.208087	
3	7	-0.103835	
4	1	-0.113892	
4	2	-0.417894	
4	3	-0.692389	
4	4	-0.499325	
4	5	-0.51252	
4	6	-0.716006	
4	7	-0.547988	
5	1	0.637604	
5	2	0.140402	
5	3	-0.233458	
5	4	-0.0797349	
5	5	-0.121678	
5	6	-0.291703	
5	7	-0.096389	
6	1	0.260221	
6	2	-0.147979	
6	3	-0.554985	
6	4	-0.371276	
6	5	-0.398279	
6	6	-0.524462	
6	7	-0.364262	
7	1	0.391354	
7	2	0.00303778	
7	3	-0.366959	
7	4	-0.183912	
7	5	-0.163686	
7	6	-0.267433	
7	7	-0.112844	
8	1	0.6255	
8	2	0.235271	
8	3	-0.124702	
8	4	0.0904938	
8	5	0.12827	
8	6	0.0315935	
8	7	0.201356	
9	1	0.212283	
9	2	-0.169476	
9	3	-0.511063	
9	4	-0.261304	
9	5	-0.22412	
9	6	-0.321181	
9	7	-0.137756	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
