# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-0.0218115	
3	2	-0.599952	
3	3	-0.517324	
3	4	-0.70612	
3	5	-0.546972	
3	6	-0.208293	
3	7	-0.315187	
4	1	-0.881158	
4	2	-0.472253	
4	3	-0.429827	
4	4	-0.618639	
4	5	-0.528826	
4	6	-0.280587	
4	7	-0.312609	
5	1	-0.288801	
5	2	-0.260024	
5	3	-0.28475	
5	4	-0.54145	
5	5	-0.459895	
5	6	-0.178791	
5	7	-0.168433	
6	1	-0.463437	
6	2	-0.287388	
6	3	-0.368549	
6	4	-0.56829	
6	5	-0.472891	
6	6	-0.17816	
6	7	-0.185213	
7	1	-0.408829	
7	2	-0.21199	
7	3	-0.247025	
7	4	-0.500358	
7	5	-0.365443	
7	6	-0.0267571	
7	7	-0.0581397	
8	1	-0.500727	
8	2	-0.319426	
8	3	-0.364466	
8	4	-0.540686	
8	5	-0.379358	
8	6	-0.0419966	
8	7	-0.0658629	
9	1	-0.395699	
9	2	-0.24171	
9	3	-0.237276	
9	4	-0.437573	
9	5	-0.260286	
9	6	0.111044	
9	7	0.08818	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
