# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	1.22915	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	0.496421	
3	2	0.622514	
3	3	0.35	
3	4	0.769949	
3	5	0.810149	
3	6	1.35064	
3	7	0.63628	
4	1	0.25608	
4	2	0.699249	
4	3	-0.0792031	
4	4	0.445247	
4	5	0.509631	
4	6	1.04107	
4	7	0.326057	
5	1	0.687691	
5	2	1.1227	
5	3	0.551713	
5	4	0.973808	
5	5	0.936421	
5	6	1.48766	
5	7	0.788728	
6	1	1.16349	
6	2	1.66208	
6	3	1.07195	
6	4	1.42963	
6	5	1.41524	
6	6	1.97533	
6	7	1.25793	
7	1	0.549391	
7	2	1.0735	
7	3	0.43742	
7	4	0.80437	
7	5	0.750159	
7	6	1.4141	
7	7	0.607107	
8	1	0.347072	
8	2	0.841127	
8	3	0.207983	
8	4	0.620921	
8	5	0.595295	
8	6	1.23393	
8	7	0.439136	
9	1	0.685933	
9	2	1.20816	
9	3	0.881701	
9	4	1.11564	
9	5	1.29903	
9	6	1.51053	
9	7	-3.78158	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
