# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-6.27954	
3	2	-3.45653	
3	3	-3.58653	
3	4	-3.7141	
3	5	-3.47025	
3	6	-3.1576	
3	7	-3.1098	
4	1	-13.06	
4	2	-3.34883	
4	3	-3.17295	
4	4	-3.42282	
4	5	-3.28578	
4	6	-3.00844	
4	7	-2.95082	
5	1	-2.8059	
5	2	-2.67396	
5	3	-2.75683	
5	4	-3.02701	
5	5	-2.90356	
5	6	-2.63527	
5	7	-2.55778	
6	1	-2.39802	
6	2	-2.29239	
6	3	-2.39707	
6	4	-2.65016	
6	5	-2.46517	
6	6	-2.19637	
6	7	-2.11556	
7	1	-2.36674	
7	2	-2.166	
7	3	-2.29343	
7	4	-2.45501	
7	5	-2.30602	
7	6	-2.00291	
7	7	-1.91653	
8	1	-2.34789	
8	2	-2.1723	
8	3	-2.18987	
8	4	-2.39351	
8	5	-2.21099	
8	6	-1.84987	
8	7	-1.77647	
9	1	-1.84026	
9	2	-1.71817	
9	3	-1.6649	
9	4	-1.87671	
9	5	-1.68595	
9	6	-1.36718	
9	7	-1.23431	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
