# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-0.500001	
3	2	0.108246	
3	3	-1.58154	
3	4	-0.251407	
3	5	-0.028315	
3	6	0.196171	
3	7	0.30291	
4	1	-3.82838	
4	2	-0.0985908	
4	3	0.00561053	
4	4	-0.256515	
4	5	-0.161751	
4	6	0.0614044	
4	7	0.299511	
5	1	-0.179599	
5	2	-0.0384607	
5	3	-0.0162128	
5	4	-0.316524	
5	5	-0.162518	
5	6	0.08501	
5	7	0.314832	
6	1	-0.315771	
6	2	-0.150937	
6	3	-0.127857	
6	4	-0.339849	
6	5	-0.217075	
6	6	-0.00265854	
6	7	0.28299	
7	1	-0.209765	
7	2	0.0115756	
7	3	0.0709731	
7	4	-0.198066	
7	5	-0.0860575	
7	6	0.223713	
7	7	0.51149	
8	1	-0.380106	
8	2	-0.15182	
8	3	-0.0524437	
8	4	-0.268044	
8	5	-0.0714712	
8	6	0.0869144	
8	7	0.371016	
9	1	-0.416106	
9	2	-0.160292	
9	3	-0.0671381	
9	4	-0.188076	
9	5	-0.111686	
9	6	0.145661	
9	7	0.380984	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
