# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	1.32182	
2	3	0	
2	4	0.546528	
2	5	0	
2	6	0	
2	7	0	
3	1	0.282805	
3	2	1.42405	
3	3	0.674922	
3	4	0.684777	
3	5	1.31146	
3	6	-19.2507	
3	7	0.46009	
4	1	-0.114303	
4	2	1.32673	
4	3	0.143074	
4	4	0.561775	
4	5	0.517323	
4	6	0.930059	
4	7	0.157502	
5	1	0.451199	
5	2	1.79173	
5	3	0.557637	
5	4	0.961748	
5	5	0.805339	
5	6	1.33753	
5	7	0.619864	
6	1	1.04522	
6	2	2.21956	
6	3	0.916801	
6	4	1.37638	
6	5	1.39959	
6	6	1.83492	
6	7	1.04212	
7	1	0.406451	
7	2	1.59605	
7	3	0.69163	
7	4	0.657728	
7	5	0.634178	
7	6	1.28828	
7	7	0.470897	
8	1	0.16245	
8	2	1.39069	
8	3	0.0955465	
8	4	0.505699	
8	5	0.497394	
8	6	1.04919	
8	7	0.293501	
9	1	0.639705	
9	2	-7.28202	
9	3	0.286748	
9	4	0.954948	
9	5	0.989736	
9	6	1.57695	
9	7	0.800082	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
