# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-3.63534	
3	2	-3.06374	
3	3	-3.41119	
3	4	-3.63952	
3	5	-3.35461	
3	6	-2.98365	
3	7	-3.11325	
4	1	-3.6	
4	2	-3.21909	
4	3	-3.14371	
4	4	-3.33039	
4	5	-3.25424	
4	6	-2.82839	
4	7	-2.84767	
5	1	-2.77088	
5	2	-2.42508	
5	3	-2.67154	
5	4	-2.93134	
5	5	-2.7723	
5	6	-2.35032	
5	7	-2.31317	
6	1	-2.28336	
6	2	-2.04651	
6	3	-2.29232	
6	4	-2.51197	
6	5	-2.37786	
6	6	-1.97795	
6	7	-1.95175	
7	1	-2.30397	
7	2	-2.03302	
7	3	-2.15874	
7	4	-2.48162	
7	5	-2.19739	
7	6	-1.9
7	7	-2.1
8	1	-2.28407	
8	2	-1.91629	
8	3	-2.1073	
8	4	-2.29683	
8	5	-2.11913	
8	6	-1.63343	
8	7	-1.59215	
9	1	-1.85712	
9	2	-1.48768	
9	3	-1.78041	
9	4	-2.05354	
9	5	-1.717	
9	6	-1.06832	
9	7	-1.1743	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
