# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-3.38756	
3	2	-3.18732	
3	3	-3.4073	
3	4	-3.51946	
3	5	-3.3725	
3	6	-3.0224	
3	7	-3.01087	
4	1	-3.3438	
4	2	-3.028	
4	3	-3.1384	
4	4	-3.32081	
4	5	-3.2367	
4	6	-2.91277	
4	7	-2.8174	
5	1	-2.70761	
5	2	-2.40241	
5	3	-2.63437	
5	4	-2.84158	
5	5	-2.76235	
5	6	-2.37014	
5	7	-2.23515	
6	1	-2.3258	
6	2	-2.00635	
6	3	-2.2202	
6	4	-2.4401	
6	5	-2.33934	
6	6	-1.89505	
6	7	-1.87894	
7	1	-2.29484	
7	2	-1.94689	
7	3	-2.12949	
7	4	-2.39831	
7	5	-2.24353	
7	6	-1.83433	
7	7	-1.78755	
8	1	-2.2166	
8	2	-1.8647	
8	3	-2.06024	
8	4	-2.28301	
8	5	-2.11734	
8	6	-1.69009	
8	7	-1.60735	
9	1	-1.78274	
9	2	-1.45252	
9	3	-1.65895	
9	4	-1.86412	
9	5	-1.69283	
9	6	-1.23318	
9	7	-1.15893	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
