# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	-3.65579	
3	2	-3.21073	
3	3	-3.33801	
3	4	-3.49973	
3	5	-3.45261	
3	6	-3.02159	
3	7	-2.9637	
4	1	-3.53679	
4	2	-3.02314	
4	3	-3.15792	
4	4	-3.31878	
4	5	-3.26413	
4	6	-2.9597	
4	7	-2.86002	
5	1	-2.62493	
5	2	-2.43164	
5	3	-2.61515	
5	4	-2.82061	
5	5	-2.79032	
5	6	-2.45806	
5	7	-2.38002	
6	1	-2.30025	
6	2	-2.01344	
6	3	-2.21436	
6	4	-2.4457	
6	5	-2.39409	
6	6	-1.97161	
6	7	-1.96483	
7	1	-2.26246	
7	2	-1.95822	
7	3	-2.19698	
7	4	-2.3666	
7	5	-2.31892	
7	6	-1.89846	
7	7	-1.83261	
8	1	-2.20897	
8	2	-1.8817	
8	3	-2.07458	
8	4	-2.29475	
8	5	-2.14051	
8	6	-1.7634	
8	7	-1.63851	
9	1	-1.77547	
9	2	-1.41654	
9	3	-1.62124	
9	4	-1.86586	
9	5	-1.75874	
9	6	-1.2976	
9	7	-1.18593	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
