# offset.csv
#BH1	BH2	offset
1	1	0	
1	2	0	
1	3	0	
1	4	0	
1	5	0	
1	6	0	
1	7	0	
2	1	0	
2	2	0	
2	3	0	
2	4	0	
2	5	0	
2	6	0	
2	7	0	
3	1	0	
3	2	-3.2	
3	3	6.22361	
3	4	-2.66226	
3	5	-3.35271	
3	6	-2.90301	
3	7	-0.869175	
4	1	-3.55	
4	2	-5.85963	
4	3	-2.95228	
4	4	-3.27579	
4	5	-3.2409	
4	6	-2.85695	
4	7	-2.46408	
5	1	-2.7366	
5	2	-2.43322	
5	3	-2.62041	
5	4	-2.86909	
5	5	-2.66287	
5	6	-2.31716	
5	7	-2.27535	
6	1	-1.96684	
6	2	-2.01782	
6	3	-2.24239	
6	4	-2.44572	
6	5	-2.45049	
6	6	-1.85227	
6	7	-1.74484	
7	1	-2.30254	
7	2	-2.02431	
7	3	-2.22184	
7	4	-2.29248	
7	5	-2.26674	
7	6	-1.85694	
7	7	-1.64284	
8	1	-2.25789	
8	2	-1.89448	
8	3	-2.09051	
8	4	-2.24339	
8	5	-2.10593	
8	6	-1.88104	
8	7	-1.50159	
9	1	-1.85993	
9	2	1.08184	
9	3	-1.46498	
9	4	3.71331	
9	5	-7.69612	
9	6	-1.25026	
9	7	-1.2	
10	1	0	
10	2	0	
10	3	0	
10	4	0	
10	5	0	
10	6	0	
10	7	0	
11	1	0	
11	2	0	
11	3	0	
11	4	0	
11	5	0	
11	6	0	
11	7	0	
