3098	354278	-240904
3099	354278	-240904
3100	361560	-240904
3101	368843	-240904
3102	376126	-240904
3103	383408	-240904
3104	390691	-240904
3105	397973	-240904
3106	405256	-240904
3107	412539	-240904
3108	419821	-240904
3109	427104	-240904
3110	434386	-240904
3111	441669	-240904
3112	448952	-240904
3113	456234	-240904
3114	463517	-240904
3115	470800	-240904
3116	470800	-244952
3117	463517	-244952
3118	456234	-244952
3119	448952	-244952
3120	441669	-244952
3121	434386	-244952
3122	427104	-244952
3123	419821	-244952
3124	412539	-244952
3125	405256	-244952
3126	397973	-244952
3127	390691	-244952
3128	383408	-244952
3129	376126	-244952
3130	368843	-244952
3131	361560	-244952
3132	354278	-244952
3133	346995	-244952
3134	339713	-244952
3135	332430	-244952
3136	325147	-244952
3137	317865	-244952
3138	310582	-244952
3139	303299	-244952
3140	296017	-244952
3141	288734	-244952
3142	281452	-244952
3143	274169	-244952
3144	266886	-244952
3145	259604	-244952
3146	252321	-244952
3147	245039	-244952
3148	237756	-244952
3149	230473	-244952
3150	223191	-244952
3151	215908	-244952
3152	208626	-244952
3153	201343	-244952
3154	194060	-244952
3155	186778	-244952
3156	179495	-244952
3157	172213	-244952
3158	164930	-244952
3159	157647	-244952
3160	150365	-244952
3161	143082	-244952
3162	135799	-244952
3163	135799	-248999
3164	143082	-248999
3165	150365	-248999
3166	157647	-248999
3167	164930	-248999
3168	172213	-248999
3169	179495	-248999
3170	186778	-248999
3171	194060	-248999
3172	201343	-248999
3173	208626	-248999
3174	215908	-248999
3175	223191	-248999
3176	230473	-248999
3177	237756	-248999
3178	245039	-248999
3179	252321	-248999
3180	259604	-248999
3181	266886	-248999
3182	274169	-248999
3183	281452	-248999
3184	288734	-248999
3185	296017	-248999
3186	303299	-248999
3187	310582	-248999
3188	317865	-248999
3189	325147	-248999
3190	332430	-248999
3191	339713	-248999
3192	346995	-248999
3193	354278	-248999
3194	361560	-248999
3195	368843	-248999
3196	376126	-248999
3197	383408	-248999
3198	390691	-248999
3199	397973	-248999
3200	405256	-248999
3201	412539	-248999
3202	419821	-248999
3203	427104	-248999
3204	434386	-248999
3205	441669	-248999
3206	448952	-248999
3207	456234	-248999
3208	463517	-248999
3209	470800	-248999
3210	470800	-253047
3211	463517	-253047
3212	456234	-253047
3213	448952	-253047
3214	441669	-253047
3215	434386	-253047
3216	427104	-253047
3217	419821	-253047
3218	412539	-253047
3219	405256	-253047
3220	397973	-253047
3221	390691	-253047
3222	383408	-253047
3223	376126	-253047
3224	368843	-253047
3225	361560	-253047
3226	354278	-253047
3227	346995	-253047
3228	339713	-253047
3229	332430	-253047
3230	325147	-253047
3231	317865	-253047
3232	310582	-253047
3233	303299	-253047
3234	296017	-253047
3235	288734	-253047
3236	281452	-253047
3237	274169	-253047
3238	266886	-253047
3239	259604	-253047
3240	252321	-253047
3241	245039	-253047
3242	237756	-253047
3243	230473	-253047
3244	223191	-253047
3245	215908	-253047
3246	208626	-253047
3247	201343	-253047
3248	194060	-253047
3249	186778	-253047
3250	179495	-253047
3251	172213	-253047
3252	164930	-253047
3253	157647	-253047
3254	150365	-253047
3255	143082	-253047
3256	135799	-253047
3257	135799	-257095
3258	143082	-257095
3259	150365	-257095
3260	157647	-257095
3261	164930	-257095
3262	172213	-257095
3263	179495	-257095
3264	186778	-257095
3265	194060	-257095
3266	201343	-257095
3267	208626	-257095
3268	215908	-257095
3269	223191	-257095
3270	230473	-257095
3271	237756	-257095
3272	245039	-257095
3273	252321	-257095
3274	259604	-257095
3275	266886	-257095
3276	274169	-257095
3277	281452	-257095
3278	288734	-257095
3279	296017	-257095
3280	303299	-257095
3281	310582	-257095
3282	317865	-257095
3283	325147	-257095
3284	332430	-257095
3285	339713	-257095
3286	346995	-257095
3287	354278	-257095
3288	361560	-257095
3289	368843	-257095
3290	376126	-257095
3291	383408	-257095
3292	390691	-257095
3293	397973	-257095
3294	405256	-257095
3295	412539	-257095
3296	419821	-257095
3297	427104	-257095
3298	434386	-257095
3299	441669	-257095
3300	448952	-257095
3301	456234	-257095
3302	463517	-257095
3303	470800	-257095
3304	470800	-261142
3305	463517	-261142
3306	456234	-261142
3307	448952	-261142
3308	441669	-261142
3309	434386	-261142
3310	427104	-261142
3311	419821	-261142
3312	412539	-261142
3313	405256	-261142
3314	397973	-261142
3315	390691	-261142
3316	383408	-261142
3317	376126	-261142
3318	368843	-261142
3319	361560	-261142
3320	354278	-261142
3321	346995	-261142
3322	339713	-261142
3323	332430	-261142
3324	325147	-261142
3325	317865	-261142
3326	310582	-261142
3327	303299	-261142
3328	296017	-261142
3329	288734	-261142
3330	281452	-261142
3331	274169	-261142
3332	266886	-261142
3333	259604	-261142
3334	252321	-261142
3335	245039	-261142
3336	237756	-261142
3337	230473	-261142
3338	223191	-261142
3339	215908	-261142
3340	208626	-261142
3341	201343	-261142
3342	194060	-261142
3343	186778	-261142
3344	179495	-261142
3345	172213	-261142
3346	164930	-261142
3347	157647	-261142
3348	150365	-261142
3349	143082	-261142
3350	135799	-261142
3351	135799	-265190
3352	143082	-265190
3353	150365	-265190
3354	157647	-265190
3355	164930	-265190
3356	172213	-265190
3357	179495	-265190
3358	186778	-265190
3359	194060	-265190
3360	201343	-265190
3361	208626	-265190
3362	215908	-265190
3363	223191	-265190
3364	230473	-265190
3365	237756	-265190
3366	245039	-265190
3367	252321	-265190
3368	259604	-265190
3369	266886	-265190
3370	274169	-265190
3371	281452	-265190
3372	288734	-265190
3373	296017	-265190
3374	303299	-265190
3375	310582	-265190
3376	317865	-265190
3377	325147	-265190
3378	332430	-265190
3379	339713	-265190
3380	346995	-265190
3381	354278	-265190
3382	361560	-265190
3383	368843	-265190
3384	376126	-265190
3385	383408	-265190
3386	390691	-265190
3387	397973	-265190
3388	405256	-265190
3389	412539	-265190
3390	419821	-265190
3391	427104	-265190
3392	434386	-265190
3393	441669	-265190
3394	448952	-265190
3395	456234	-265190
3396	463517	-265190
3397	470800	-265190
3398	470800	-269238
3399	463517	-269238
3400	456234	-269238
3401	448952	-269238
3402	441669	-269238
3403	434386	-269238
3404	427104	-269238
3405	419821	-269238
3406	412539	-269238
3407	405256	-269238
3408	397973	-269238
3409	390691	-269238
3410	383408	-269238
3411	376126	-269238
3412	368843	-269238
3413	361560	-269238
3414	354278	-269238
3415	346995	-269238
3416	339713	-269238
3417	332430	-269238
3418	325147	-269238
3419	317865	-269238
3420	310582	-269238
3421	303299	-269238
3422	296017	-269238
3423	288734	-269238
3424	281452	-269238
3425	274169	-269238
3426	266886	-269238
3427	259604	-269238
3428	252321	-269238
3429	245039	-269238
3430	237756	-269238
3431	230473	-269238
3432	223191	-269238
3433	215908	-269238
3434	208626	-269238
3435	201343	-269238
3436	194060	-269238
3437	186778	-269238
3438	179495	-269238
3439	172213	-269238
3440	164930	-269238
3441	157647	-269238
3442	150365	-269238
3443	143082	-269238
3444	135799	-269238
3445	135799	-273285
3446	143082	-273285
3447	150365	-273285
3448	157647	-273285
3449	164930	-273285
3450	172213	-273285
3451	179495	-273285
3452	186778	-273285
3453	194060	-273285
3454	201343	-273285
3455	208626	-273285
3456	215908	-273285
3457	223191	-273285
3458	230473	-273285
3459	237756	-273285
3460	245039	-273285
3461	252321	-273285
3462	259604	-273285
3463	266886	-273285
3464	274169	-273285
3465	281452	-273285
3466	288734	-273285
3467	296017	-273285
3468	303299	-273285
3469	310582	-273285
3470	317865	-273285
3471	325147	-273285
3472	332430	-273285
3473	339713	-273285
3474	346995	-273285
3475	354278	-273285
3476	361560	-273285
3477	368843	-273285
3478	376126	-273285
3479	383408	-273285
3480	390691	-273285
3481	397973	-273285
3482	405256	-273285
3483	412539	-273285
3484	419821	-273285
3485	427104	-273285
3486	434386	-273285
3487	441669	-273285
3488	448952	-273285
3489	456234	-273285
3490	463517	-273285
3491	470800	-273285
3492	470800	-277333
3493	463517	-277333
3494	456234	-277333
3495	448952	-277333
3496	441669	-277333
3497	434386	-277333
3498	427104	-277333
3499	419821	-277333
3500	412539	-277333
3501	405256	-277333
3502	397973	-277333
3503	390691	-277333
3504	383408	-277333
3505	376126	-277333
3506	368843	-277333
3507	361560	-277333
3508	354278	-277333
3509	346995	-277333
3510	339713	-277333
3511	332430	-277333
3512	325147	-277333
3513	317865	-277333
3514	310582	-277333
3515	303299	-277333
3516	296017	-277333
3517	288734	-277333
3518	281452	-277333
3519	274169	-277333
3520	266886	-277333
3521	259604	-277333
3522	252321	-277333
3523	245039	-277333
3524	237756	-277333
3525	230473	-277333
3526	223191	-277333
3527	215908	-277333
3528	208626	-277333
3529	201343	-277333
3530	194060	-277333
3531	186778	-277333
3532	179495	-277333
3533	172213	-277333
3534	164930	-277333
3535	157647	-277333
3536	150365	-277333
3537	143082	-277333
3538	135799	-277333
3539	135799	-281380
3540	143082	-281380
3541	150365	-281380
3542	157647	-281380
3543	164930	-281380
3544	172213	-281380
3545	179495	-281380
3546	186778	-281380
3547	194060	-281380
3548	201343	-281380
3549	208626	-281380
3550	215908	-281380
3551	223191	-281380
3552	230473	-281380
3553	237756	-281380
3554	245039	-281380
3555	252321	-281380
3556	259604	-281380
3557	266886	-281380
3558	274169	-281380
3559	281452	-281380
3560	288734	-281380
3561	296017	-281380
3562	303299	-281380
3563	310582	-281380
3564	317865	-281380
3565	325147	-281380
3566	332430	-281380
3567	339713	-281380
3568	346995	-281380
3569	354278	-281380
3570	361560	-281380
3571	368843	-281380
3572	376126	-281380
3573	383408	-281380
3574	390691	-281380
3575	397973	-281380
3576	405256	-281380
3577	412539	-281380
3578	419821	-281380
3579	427104	-281380
3580	434386	-281380
3581	441669	-281380
3582	448952	-281380
3583	456234	-281380
3584	463517	-281380
3585	470800	-281380
3586	470800	-285428
3587	463517	-285428
3588	456234	-285428
3589	448952	-285428
3590	441669	-285428
3591	434386	-285428
3592	427104	-285428
3593	419821	-285428
3594	412539	-285428
3595	405256	-285428
3596	397973	-285428
3597	390691	-285428
3598	383408	-285428
3599	376126	-285428
3600	368843	-285428
3601	361560	-285428
3602	354278	-285428
3603	346995	-285428
3604	339713	-285428
3605	332430	-285428
3606	325147	-285428
3607	317865	-285428
3608	310582	-285428
3609	303299	-285428
3610	296017	-285428
3611	288734	-285428
3612	281452	-285428
3613	274169	-285428
3614	266886	-285428
3615	259604	-285428
3616	252321	-285428
3617	245039	-285428
3618	237756	-285428
3619	230473	-285428
3620	223191	-285428
3621	215908	-285428
3622	208626	-285428
3623	201343	-285428
3624	194060	-285428
3625	186778	-285428
3626	179495	-285428
3627	172213	-285428
3628	164930	-285428
3629	157647	-285428
3630	150365	-285428
3631	143082	-285428
3632	135799	-285428
3633	135799	-289476
3634	143082	-289476
3635	150365	-289476
3636	157647	-289476
3637	164930	-289476
3638	172213	-289476
3639	179495	-289476
3640	186778	-289476
3641	194060	-289476
3642	201343	-289476
3643	208626	-289476
3644	215908	-289476
3645	223191	-289476
3646	230473	-289476
3647	237756	-289476
3648	245039	-289476
3649	252321	-289476
3650	259604	-289476
3651	266886	-289476
3652	274169	-289476
3653	281452	-289476
3654	288734	-289476
3655	296017	-289476
3656	303299	-289476
3657	310582	-289476
3658	317865	-289476
3659	325147	-289476
3660	332430	-289476
3661	339713	-289476
3662	346995	-289476
3663	354278	-289476
3664	361560	-289476
3665	368843	-289476
3666	376126	-289476
3667	383408	-289476
3668	390691	-289476
3669	397973	-289476
3670	405256	-289476
3671	412539	-289476
3672	419821	-289476
3673	427104	-289476
3674	434386	-289476
3675	441669	-289476
3676	448952	-289476
3677	456234	-289476
3678	463517	-289476
3679	470800	-289476
3680	470800	-293523
3681	463517	-293523
3682	456234	-293523
3683	448952	-293523
3684	441669	-293523
3685	434386	-293523
3686	427104	-293523
3687	419821	-293523
3688	412539	-293523
3689	405256	-293523
3690	397973	-293523
3691	390691	-293523
3692	383408	-293523
3693	376126	-293523
3694	368843	-293523
3695	361560	-293523
3696	354278	-293523
3697	346995	-293523
3698	339713	-293523
3699	332430	-293523
3700	325147	-293523
3701	317865	-293523
3702	310582	-293523
3703	303299	-293523
3704	296017	-293523
3705	288734	-293523
3706	281452	-293523
3707	274169	-293523
3708	266886	-293523
3709	259604	-293523
3710	252321	-293523
3711	245039	-293523
3712	237756	-293523
3713	230473	-293523
3714	223191	-293523
3715	215908	-293523
3716	208626	-293523
3717	201343	-293523
3718	194060	-293523
3719	186778	-293523
3720	186778	-297571
3721	194060	-297571
