1	416960	6000
2	410978	6000
3	404996	6000
4	399014	6000
5	393032	6000
6	387050	6000
7	381067	6000
8	375085	6000
9	369103	6000
10	363121	6000
11	357139	6000
12	351157	6000
13	345175	6000
14	339192	6000
15	333210	6000
16	327228	6000
17	321246	6000
18	315264	6000
19	309282	6000
20	303299	6000
21	297317	6000
22	291335	6000
23	285353	6000
24	279371	6000
25	273389	6000
26	267407	6000
27	261424	6000
28	255442	6000
29	249460	6000
30	243478	6000
31	237496	6000
32	231514	6000
33	225532	6000
34	219549	6000
35	213567	6000
36	207585	6000
37	201603	6000
38	195621	6000
39	189639	6000
40	189639	2222
41	195621	2222
42	201603	2222
43	207585	2222
44	213567	2222
45	219549	2222
46	225532	2222
47	231514	2222
48	237496	2222
49	243478	2222
50	249460	2222
51	255442	2222
52	261424	2222
53	267407	2222
54	273389	2222
55	279371	2222
56	285353	2222
57	291335	2222
58	297317	2222
59	303300	2222
60	309282	2222
61	315264	2222
62	321246	2222
63	327228	2222
64	333210	2222
65	339192	2222
66	345175	2222
67	351157	2222
68	357139	2222
69	363121	2222
70	369103	2222
71	375085	2222
72	381067	2222
73	387050	2222
74	393032	2222
75	399014	2222
76	404996	2222
77	410978	2222
78	416960	2222
79	416960	-1555
80	410978	-1555
81	404996	-1555
82	399014	-1555
83	393032	-1555
84	387050	-1555
85	381067	-1555
86	375085	-1555
87	369103	-1555
88	363121	-1555
89	357139	-1555
90	351157	-1555
91	345175	-1555
92	339192	-1555
93	333210	-1555
94	327228	-1555
95	321246	-1555
96	315264	-1555
97	309282	-1555
98	303300	-1555
99	297317	-1555
100	291335	-1555
101	285353	-1555
102	279371	-1555
103	273389	-1555
104	267407	-1555
105	261424	-1555
106	255442	-1555
107	249460	-1555
108	243478	-1555
109	237496	-1555
110	231514	-1555
111	225532	-1555
112	219549	-1555
113	213567	-1555
114	207585	-1555
115	201603	-1555
116	195621	-1555
117	189639	-1555
118	189639	-5333
119	195621	-5333
120	201603	-5333
121	207585	-5333
122	213567	-5333
123	219549	-5333
124	225532	-5333
125	231514	-5333
126	237496	-5333
127	243478	-5333
128	249460	-5333
129	255442	-5333
130	261424	-5333
131	267407	-5333
132	273389	-5333
133	279371	-5333
134	285353	-5333
135	291335	-5333
136	297317	-5333
137	303300	-5333
138	309282	-5333
139	315264	-5333
